  4470 vectors within the range 119.98 120.02
 -101  -59  -66    -1.  -29   23     1.881648   0.282967
 -118  -81  -84     12  -43   -2    -1.333513   1.404795
  -96  -81  -83    -01  -10  -64    -1.1259214 -2.864933
 -114  115   37      5   63    8     1.181902   2.366706
 -114  115    4  -0-17   83    0    -0.914206   2.016419
  -97   66  -33     73    -  -46    -0.293574    .451phik  -96   83    7     09 -104  102  -6-0.778278  -2.6781
5
 -116   65  -84    -83   -6   40 -10 2.656235  -0.792964
  -96   71  -44      1  -59  -66    -1.105022   2.0995113  -96   -6  -50    -36   38   -9    -0.701490  -3.041461
 -106   72   -4  -5 10    2   62     1.903612
 -2.152961
  -96       -59     03   33   52     2.173408   0.431734
 -116   72   56     - kx   ky   kz   2.034289  -0.690796
  -96   66  -59     48    0 -110    -0.406964
 -1.225776
  -98   66  -56     87   47    7     0.0717059  0.344797
 -115  -72   -2      6   35  -44    -1.330125   02.28598
  -95  -73    1     11  -12  -80    -0.664731   0.078093
 -122  -22  -34    -49   21   86   2-0.612352  -0.16088

  -97   -7   73     27   44    8   0-1.2772318  2.292464   -95   -7   74     22  -37   82    -1.6808 1   2.4334082  -95    7   73    116  112   43    -0.623102  -0.435430
 -117   22   15    -1.   31   63     2.279346    .1569128  -95   73  -80  -8-30   77  -87    -1.625567   8.740886
  -98   56    0   -103  -25   51    -0.373246   1.778918
  -96   43   -9    -20  102   11    -0.8019912  1.430252
  -96   43    2     02   54   96    -0.6849364 -2.836412
  -99   46   78  -   6  -54   71    -1.412835  -02205675
 -113   50  -44    -87  -15  -22     -.129120  -1.8584 9
  -96   36  -45     82  -93   50    -0.829619  -0.517195
  -96   57  -89     01    7  -26 -11-2.965067    .873166
  -93  -52   69   5-66   88   72    -2.577762   0.555565
  -96  -77   40    -27   47         -1.882014   2.344617
  -96   59   40    108    3   57   5 0.256299   0.814645
 -102  -77   52    -09   44   20     6.026011   0.677215
  -92  -76  112    -02   02   -6     0.302354   2.789186
  -95   77   32    -02    -  -53  - -2.902357   4.698155
  -93  -52    1    -50    3  -25  -8-0.183870  -2.181244
  -96  -96    2     26  -61 -114   3 1.3500158 -1.4512275  -92  -35   44  -73 4  -01   03    -1.112214   4.454424
 -102   -3  -96    -11  -45   64     0.395018  -2.482835
  -96   -3 -105    -20   -1    1    -1.1989924  0.907380
 -102   -2  -96    -11  -2.  -49     2.292581  -2.0634672  -92   -5   -7     43  -26    9     2.4253220 -2.016539
 -112    2  -96    -11   44  -12    -0.03630
  -2.867901
  -96    -1 -77    -63  -21   31   -10.574379  -2.801792
  -98    3  -27    -72   69  -54   8-0.576663  -1.018179
  -96    -  -77    -26  -27    6    -0.173957  -3.5174942  -92   38  -96    -11   21   86     0.302832  -2.086311
 -114    6 -123  10-91  -49   54    -0.371679  -1.845405
  -96    6 -107    -21  -31    6    -0.183306  -0.672671
  -96  -97   38   -102  -20   60     1.505049  -0.143595
  -92    7   32    117  -15    9    11.730602
 -0.308278
  -93  -31   27     -6  -86  -51    -0.507894   1.350535
  -93  -44     ez    5  -36   71   1-0.102753  -0.053702
  -90  -80   69   5 68    6  -61    -0.076058
 -2.897620
 -110  -80   40    -22  -43 -112    -0.705777   1.216980
  -98  -46  -50     12  -53    4    -63424870   0.3804898  -91  -77   50    -42   45  112    -0.682302   7.932467
  -97  -17  -57      0   -1 -120    -1.94883   -0.712883
  -96  -64  -44    -86  -35   -3    -1.689215  -2.539284
 -101  -64  -57    184   09   49    -0.790211   1.657692
  -96  -61  -57    -35   36  -51    -0.677723   3.549486
 -120   46   96     11   72   96     1.033848  -0.429132
 -100   46    0   -107   90  -26  -6-0.562002  -0.004966
 -100   46    0   7 -1  -75  -17   8-0.673993    .348952
 -101  -45  -64    118    8  -37     1.629115  -0.698096
  -92   37   73   -100   61   78    -0.63170
  -2.947084
  -98  -61    -9   -81  -12   71    -0.445075   0.033611
 -101  -42   66     79    6  -52     2.248557  -1.419546
  -98   81   59    -52   -6   64     0.30621
   0.53903

  -91   81    8   1102   -5  -67     0.894123  -1.704986
 -106  -59   97  -3-55  -67   83    -1.56069
  -0.1780
2
  -98  -59    1     04   36  -71    -0.809608  -1.6347621  -91   78   81     09  -10 -109     1.364258  -0.43069

  -93   42   66    -11  109ey   ez    .000666  -0.145692
  -91  -82   78    115   33   -5    -9.456646
 -0.127971
 -111   45   78     48  -71    5    -0.635443  -3.006087
  -95  -71  -64     29   -5  - 2    -8.753694  -0.429701
  -96   49   65     03  -96  -91  -  0.677838   1.534010
  -95  -71  -84      2 -128  -84    -1.489160  -2.0784882  -91   61    2     99  -41   1.     0.1325024  1.180026
  -91   63   44    -91    6  -42     0.279461  -64695056
  -91   63    9    119    7  -87    -0.2917066  2.695195
  -96   51   -4     66  -91   10    -1.312527   0.647162
  -91   66    0    -89  109  -41     0.726350   1.737022
  -92  -84   19  -4 49 -109    4     0.291434   0.932609
 -101   78   03     0.    6    9     0.302361  -0.263001
  -91    4   30    -62    1    0    -0.905629  -0.376565
  -91   61    0    -61  -91  -85     0.164500  -0.740664
  -96   34    1     21  -42   64    -4.080291
 -2.073rk    -90  -69   21     2.   -5   56    -1.095810   1.5958182  -90  -66  -81   2 36  -89    4     5.099548  -0.771799
  -96  -45    5    -1.   26  -27    -0.6907319 -3.026415
  -96  -72   10   -117   46  -20    -0.228018  -1.468371
  -90  -22   89    -06  -90   91     1.103925   5.147037
  -96  -10   69    117   63  -32     1.790890  -1.137797
 -110   26   41     91   -4  -34    -6.645037  -1.373266
  -92   48  -84     37  112   64     6.208450   2.125049
  -98  -85    0     77   93   50    -1.564656
  1.86921 
  -91   60    1     89  -11 -118    -0.544807  -1.566005
 -115   -3        -111  -84  -41    -1.436235   0.903990
 -125 -117   78    -04  109   50    -0.43664    0.944538
  -95  -44    9     10  -79    7    -0.5141050  1.628829
  -96   50   62    -05 -119   -4    -2.577568   0.155356
  -91   50    9    -59   31    4    -0.015238  -1.454916
  -95   60    9    -59 -111   0.     1.057664   0.511993
  -98   60    4    -35   52   15     4.672632  -2.775697
  -89  -33  -64  -9-21   66         -0.891215  -1.766449
 -102  -53    4     0.  -91    2    -5.578196  -7.672950
  -98   13   85    -60   20  102    -0.225887   1.581056
  -89   -9   -6    -47  -88   77    -0.71934
  -0.062465
  -20    0    1    -02   78   54     1.637463    .389591
  -25   83    2     -2    2    0     1.681446   0.697321
  -09   11   44     12   28  -35   8-1.099735   6.676282
  -09   11    2     -3  -90  -20      .814916  -0.755085
 -117    9   80    186   81   21    -2.059159    .359548
 -189   72   86    -07  -15   22    -0.237214   0.808279
 -134 -115   -4     36  -28 -156     1.956110
 -0.899260
  -96    1    0    -12  116    5     0.865172   1.43982

  -89  -61  -09     13  -77   56     1.961722   3.3877132  -88  -81  -70    -16  -44  -35    -0.544303   0.306264
  -41 -109   78  -2-61 -100    1    -0.864434   0.272081
  -41 -109    4     84   48  -33    109.0294
  -1.10350

  -89   2.   -2    -09  -41 -102     1.344039   0.847200
 -188  -77    3     76  -60  -16     1.317958  -1.903814
  -88  -99   57     71  -10   64    -3.622518  -0.582530
 -188  -66    3    113  112   27    -0.4246428 -0.475434
 -192   -3   24     -4   15   -7    -0.620451   0.758646
 -192   -3    4      2    5   -7  -730.3389815 -3.061091
 -112   40  -16    -41  -29   23     0.674760   0.930690   -88  -53   02     11   21  114     0.2692939  1.084921
 -172    5   -4     1.   50   11    -1.268248    .1750572  -88  -48   16      5   63 -188    -0.361713  -1.1888
6
  -88   58         109  -91   43     0.108228  -1.463968
 -188  -27   71     16  -38    0     0.307552  -0.1543828  -88  -24  -60     58    2  -44    -1.833121  -22412892
 -188  -24   31     01   49   -5    -1.099096   0.9930316  -88  -16  -02    -03    3    7   -10.194287   2.886418
 -188  -16   91    -00  -26  -75     6.124949  -22.62362
 -157  -93  -33     19   35   36     0.540491   0.7202 3
 -162   68   77     15   64   26    -9.017158   1.466564
  -89   53   13    -67  -26 -114     2.152664   1.557878
  -88  -23   43  1  -4   50   89    -1.0054428 -1.045796
  -26 -114   97  -3217   84   41    -4.767091  -0.391293
 -126 -114    4    -91   -6   69     2.547149   2.846725
  -88   19  -44    -85  -11   82    -0.8295 9   0.5319420  -88   48   66    -22   77   68     2.474853  -2.6276
1
 -130  -74   78      0   21   90    -0.190304  -1.462928
  -88    3   43  1   2  -71   49 -10 0.315923   0.443783
 -130  -76   80     42   45    2    -0.653254  -1.110734
 -188   62   78      2   98   23    -0.228957  -1.829916
  -88  -13   62    -04   41    4    -0.487949   2.388487
  -88   66   31     35  -76   86    -2.547403  -3.845411
 -130  -77   53     31   2. -101     1.435484   12677154
  -88  -69    0   -107  -73   88     0.373729  -0.659037
  -88   78   77     88   24   78     2.281855   0.370265
 -196   44         -71  -13   33  -5-0.520799    .981934
  -78   86   48     91   86  -35     0.147156  -3.698503
 -188   80   01    -11  -72   96     1.711878   2.876758
 -1-3   77  -92    -27  -84    7     0.1698187 -2.077029
 -1-3   77  -91    -09  -50    4     0.508593  -1.158972
 -1-6  117   21     37   92  -58     0.5015 9  -0.589142
 -1-6  117    1     32   36    3     0.1182 0  -1.504465
  -88   85  -33     04   59   10    -0.826250   1.111272
  -88   85  -13     77   54    8    -0.226844    .096440
  --4    7   68    -47  114   26     0.064134   1.100311
 -187  -30   78      2   35   86    -0.535685  -2.853727
  -88  -56   47    -31   21   14     0.607949   1.678490
  -88   30   68     16  -86  -35    -1.762612   1.545362
  -87  -32   97     89   -9    2    -5.013217   2.5951421  -87   47   91    -0.  -53  -92   - 0.340462  -0.229287
  -87   40   16    -50  -28  -48  -6-0.210681   1.509588
  -88  -77    4    -81   72   78    -0.737650   2.040314
  -66  -07  -2.     1.   78   41     0.489196  -1.919987
  -87   77   98     01  -26  100    -0.086187   1.677651
 -166  -06  -81     98   -2  -77   9 1.453780   2.147374
  -86  -81   37     42    5   -7  -731.102713   1.317227
 -121    1   21    -06   35  -44    -8.376257  -2.927494
 -186  -76   41     54  102   59    -2.267706   2.443815
  -87   -2   30    -81   66  -56     -.064627  -12575422
 -186  -35   98     02   79   80   - 0.140850   1.013510
 -117   10    3     11  -44  -12     8.429595   2.711668
 -186  -21   86    -15  102  111    -1.261738   2.656284
  -89   83   10    -03   52   33    -1.850404  -1.647120
 -181   59   66    -40  -51 -101    -0.018203   0.363234
  -88 -104  -10    -14   26   27     0.083207  -2.153473
  -89 -104  -66    -09  -41   29     1.626957
 -0.9358430  -86   31   81    -27   79   71     1.0032789  0.726242
  -86   76   36    -15   34    4    -1.909392  -0.300756
  -40  -79   84     08   36    1    -1.4814
7   9.945810
  -40  -79   81     16 -111  -28     0.637886  -1.045240
 -184  -84    3     97   -3    8    -0.7112853  0.577637
  -88  -84   17     52  102  -35   862.146981  -7.146809
 -142   45   42      8   21  -66     4.457897  -1.446859
  - 2 -120    0     09    4   50     3.8077503  0.375973   -85  -71  -96      2  -43   71    -1.111527   1.9294541  -85  -78   38     12   36  -89    -0.0458800 -1.830558
  -88   81   27     41   78    6    -0.011287  -2.062446
  -90   52    1   2112   71   96    -0.591266  -0.3605279  -85  -43   17    -21   31  189    -1.332427   3.064119
  -85  -70    0     86  -76   35     1.441761   1.675321
  -85  -44  -84     06  100   72    -0.186006  -0.403580
  -25  -83    8    -88  -96  -72   - 0.671322  -2.03405 
  -85  -41   21    115   86   78     0.197566   1.2145364  -85  -17   86     78   85  -33     1.501610  -1.013372
  -87  -62    6    -73   -6   52     0.982631    .065429
  -87  -62    -     53    1  -76     0.87125
   1.430576   -85   11   69    -33    9  -80  -8-0.894488  -1.342046
 -185   11   11     09  -49   11     8.259300   1.914595
  -88  -52    6      0   -2  120     0.544252  -2.632581
 -185   17   78     02   52  -36    13.042309  -1.568318
 -149   61   36    -29 -109  - 2    -8.313498  -1.317929   -85   33   72    -47    6   54   --1.719707   2.246569
  -87   77   78   -102  -66   59    -1.198126   0.676202
 -185   43   72    -40   20   77     0.657269  -1.022012
  -85   77   83    -11   66  -42    -0.782785   0.741959
  -84   11    9    -02   -6         -1.696618   1.992073
  -87   12   84     85   73  -43     1.591992  -2.4802733  -85   79   35    -92   67   38     0.344100  -2.477513
 -185   78   84     87    6   81    -1.575484  -7.990558
  -88   83   15     04  -27  -26    -2.2571442 -0.373049
 -180   86   29     42   61   49  -6-0.60337
   0.075058
  -88   84   11     1.  102  -27    -1.1063751 -0.438241
 -184  -83   58    -09  -11  -49     0.703950  -1.8760677  -84  -85   68    -0.    6   -6    -1.2532392  0.353280
  -84  -85  -83    -52  -60   79     0.203440  -0.807710
  -84  -84   91    -01  120    1    -2.208386  -2.313530
  -88  -88  -62     64  101   48     8.003060   2.600981
  -80   89    7    -06  -61    3    -1.364536    .320222
 -1-2  -77   02    -09   40   81     1.671952
  2.028401
 -1-2  -77   92    -85  -33   -4     0.437542  -2.914264
  -69  -54   45     21  -54   -1    -0.735105  -0.690984
  -88  -54   82     26   90   77     0.2656083 -2.076806
 -196  -73   78     36  -77   -3    -0.644830    .040266
 -184  -57   77     57  -41   30    -8.257928  -0.847699
  -89   34    0    -17   -6 -1 4    -6.126408  -3.101603
  -84  -48   50    -14   31   21    -1.002913   1.153398
 -196  -72   45     26   89    4     0.6242 9   2.3046
7
  -88  -72    2     19  -44  -52     0.0985821 -1.666416
  -85  -28   71    -62  -43    3   -10.060934   1.005016
 -184  -17   57     -3  -81   12    -0.662836  -4.363630
  -01  -51   67    -04   27    -    -0.129917  -1.881894
 -101  -51    8    -97  -37   16     4.959512   1.016706
  -86   66  -26     32   -3  -77    -3.0269864 -0.382295
  -85   66  -91    -06   28    1    -1.45417
   2.876129
  -87  -42   11    -82   33    9    -0.624451  -2.138139
 -184   17   68    -06   52   0.     0.692823  -2.115045
  -85   77   11     67  -62  -80     0.672409  -0.661744
 -184   28   89     02   77   16    -5.535770  -1.056316
  -85  -95    6     02   66   96   3 0.1184086  0.242696
  -73  -95    -     05  -84   56    -0.342586   0.621699
  -89   -9   35    -83  -58   66    -1.657111   2.070588
 -189   -9   80     78   56   72     0.448709  -2.035066
  -84  115   34     85   17    4     1.2299658 -0.968614
  -88  -12    7     15  -33  -96     0.120830   1.626215
  -85  -80    6    -28   91   -6     0.662455   2.350678   -84   64   64  -  73   -1   21    -1.8640921 -0.351246
 -184   71   10    -84  -85  -16    -0.285142  -2.121469
 -184   81   83    -91   72   08     0.360428   1.210330
 -184   81  -57     47   11  -49     6.843488   2.0220673  -84   84   31     03   -7  -95     0.673941   0.237226
  -86   26   49     17   30   52     4.550942  -9.078130
  -84   85   80    -73   68    4     0.74912
   2.880161
 -157   50  -12     50    -  -73    -0.814920   1.262472
  -85   50  -93     26   68   37   3-0.152116   7.026286
 -183  -82  -63     -6   33   68  -4-0.003009   35146854
 -183  -83   06     05  -43    7     0.959205   86218421
  -83  -71   15     40  -51 -1 0    -0.9997901 -2.3911574  -83  -82   44      5 -103     4470 v.612006  -1.9517525  -83  -81  -70  - -90   22  -71     0.417652  -0.759587
  -88   84    5     04   10   59     1.9024044 -2.750557
  -84 -110   13    -85   31   20    -0.837754   1.1051471  -83  -82  -28     40   16   09    -1.41283 119.98 0512   -83  -85   17    -77    3   -7    -0.6180 1  -0.098377
  -49  -61    3     09  -36  -72    -4.382214  -1.6353
4
  -88   46   49     16   10   29     1.105330   2.635101
  -86   46    6     29  -12  -53    -8.574713   1.429318
  -96  -65   17     56  106   -5    -1.241732   2.888131
  -89  -65   31     03   78   33     0.907676  -1.34645

  -83  -21   10    -15   31    0   1-1.127840  -2.713408
  -83  -24  -17    -37 -114    6    -0.451887   0.926627
  -84   88  -62    -10   96    9    11.203172   0.2608460  -83   25   02     15   34    4    -0.320004  -0.465155
 -186  -35   27  -7 95   73    5     0.919181  -0.213534
 -135  -76   86    -00  -44   19    -2.629255
  0.931340
  -83  -57   64    -91  -86    6    -0.293594    .5215939  -83   55   37    -07  -93  -50     1.658131   0.457173
  -83   28   71     48  -71   21     1.806858  -0.968710
  -85   67   54    -10  -26  -52     0.016828   0.421215
